source	target	weight
Clay	Lithic flake	3
Apartheid	White privilege	3
Apartheid	Adultism	3
Discrimination	Cycle of abuse	3
Clay	Petrology	3
Apartheid	Anti-Slavic sentiment	3
Apartheid	Pogrom	3
Apartheid	Antisemitism	3
Soil	Foundation (engineering)	3
Apartheid	Heritage Day (South Africa)	3
Bias	Gender neutrality	3
Bias	Neurodiversity	3
Apartheid	Consumer price index (South Africa)	3
Discrimination	Domestic partnership	3
Soil	Nuclear winter	3
Discrimination	Drag king	3
Clay	Tumulus	3
Discrimination	EastEnders	3
Clay	X-ray photoelectron spectroscopy	3
Discrimination	Elder abuse	3
Apartheid	Reverse discrimination	3
Discrimination	Employment discrimination	3
Soil	Woodworking	3
Apartheid	Heteronormativity	3
Textile	Tapestry	3
Apartheid	White South African	3
Wood	Biochemistry	3
Apartheid	Heterosexism	3
Wood	Economy of Bolivia	3
Apartheid	White supremacy	3
Cooking	Indonesian cuisine	3
Discrimination	F. W. de Klerk	3
Apartheid	Social contract (Malaysia)	3
Apartheid	Freedom Day (South Africa)	3
Alcoholism	Discrimination	3
Alcoholism	Gay bashing	3
Cooking	Portal:Food/Topics	3
Discrimination	Feminist economics	3
Wood	Water resources law	3
Apartheid	History of South Africa (1652–1815)	3
Gauteng	North West (South African province)	3
Discrimination	Gender	3
Gauteng	South African Army	3
Apartheid	Wikipedia:South African wikipedians' notice board	3
Glass	Materials science	3
Discrimination	Gender neutrality	3
HIV	Duesberg hypothesis	3
Discrimination	Gender role	3
HIV	Safe sex	3
Apartheid	Wikipedia:Today's featured article/April 2005	3
Khoikhoi	History of Namibia	3
Apartheid	Wikipedia:Today's featured article/April 28, 2005	3
Khoikhoi	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Articles list	3
Discrimination	Genderqueer	3
Mpumalanga	Democratic Party (South Africa)	3
Apartheid	Article 153 of the Constitution of Malaysia	3
Mpumalanga	Hartebeest	3
Apartheid	Anti-Japanese sentiment	3
Mpumalanga	List of cities and towns in Mpumalanga	3
Apartheid	Audism	3
Mpumalanga	List of populated places in South Africa	3
Apartheid	Automotive industry in South Africa	3
Mpumalanga	Pan Africanist Congress of Azania	3
Discrimination	Green anarchism	3
Bullying	Medical torture	3
Apartheid	History of the Jews in South Africa	3
Pollution	Haze	3
Alcoholism	Hate crime	3
Pollution	Wastewater	3
Discrimination	Hate mail	3
Reproduction	Biomechanics	3
Alcoholism	Hybrid Theory	3
Reproduction	Structure	3
Discrimination	Hazing	3
Apartheid	Toleration	3
Discrimination	Height discrimination	3
Bullying	Physical abuse	3
Apartheid	House of Assembly of South Africa	3
Apartheid	Transphobia	3
Apartheid	Huguenots in South Africa	3
Bullying	Substance-related disorder	3
Discrimination	Heterosexuality	3
Bullying	Torture	3
Discrimination	History of Botswana	3
Clay	Abrasive	3
Discrimination	Hollyoaks	3
Apartheid	Neurodiversity	3
Discrimination	Humiliation	3
Apartheid	South African property law	3
Discrimination	Incivility	3
Apartheid	Oppression	3
Bias	Power distance	3
Apartheid	Triple oppression	3
Apartheid	Wikipedia:WikiProject Africa/Economy templates	3
Clay	Heat capacity	3
Discrimination	Index of sociology articles	3
Clay	Lackawanna River	3
Discrimination	Infanticide	3
Clay	Mineral	3
Discrimination	Insult	3
Soil	Aquaponics	3
Discrimination	Interpersonal relationship	3
Apartheid	UnFreedom Day	3
Discrimination	Intersectionality	3
Soil	Climate change and agriculture	3
Apartheid	Gambling in South Africa	3
Soil	Deforestation	3
Discrimination	Iraq prison abuse scandals	3
Soil	Economics of biodiversity	3
Bias	Racial integration	3
Soil	Estuary	3
Discrimination	James Charlton (activist)	3
Apartheid	Pollsmoor Prison	3
Apartheid	Wikipedia:WikiProject South Africa	3
Soil	Gene bank	3
Discrimination	Just-world hypothesis	3
Apartheid	Potchefstroom	3
Discrimination	Laura Bush	3
Soil	Index of chemistry articles	3
Discrimination	Lesbian	3
Soil	Land law	3
Discrimination	List of anti-cultural, anti-national, and anti-ethnic terms	3
Soil	Mass wasting	3
Discrimination	List of anti-discrimination acts	3
Apartheid	Racial integration	3
Discrimination	Lusophobia	3
Soil	Owens Lake	3
Apartheid	I Write What I Like	3
Soil	Portal:Environment	3
Discrimination	Male privilege	3
Soil	Retaining wall	3
Discrimination	Malicious prosecution	3
Apartheid	Redlining	3
Discrimination	Marital rape	3
Apartheid	Religious intolerance	3
Apartheid	Suffrage	3
Soil	Tragedy of the commons	3
Alcoholism	Long-term effects of alcohol consumption	3
Climate	Flooded grasslands and savannas	3
Discrimination	Media bias	3
Apartheid	Cronyism	3
Discrimination	Medical torture	3
Textile	Felt	3
Apartheid	Barbara Hogan	3
Textile	Rattan	3
Discrimination	Mental disorder	3
Transport	Land transport	3
Discrimination	Military use of children	3
Wood	Airshed	3
Apartheid	Biko (book)	3
Cooking	Dessert	3
Apartheid	Billy Nair	3
Wood	Conservation movement	3
Discrimination	Missing white woman syndrome	3
Wood	Ecosystem services	3
Discrimination	Mobbing	3
Apartheid	Sex-selective abortion	3
Alcoholism	Oppression	3
Apartheid	Day of reconciliation	3
Wood	X-ray photoelectron spectroscopy	3
Wood	Intensive farming	3
Apartheid	Gay bashing	3
Wood	Magnesium	3
Bias	Radical feminism	3
Apartheid	Dehumanization	3
Apartheid	Biphobia	3
Wood	Peak oil	3
Discrimination	Nigeria	3
Wood	Sand mining	3
Discrimination	Nintendo	3
Alcoholism	EastEnders	3
Alcoholism	Persecution	3
Cooking	Supper	3
Apartheid	Intersectionality	3
Wood	Wikipedia:WikiProject Environment	3
Discrimination	Pass laws	3
Gauteng	National Council of Provinces	3
Discrimination	Passive-aggressive behavior	3
Gauteng	Pan Africanist Congress of Azania	3
Alcoholism	Police brutality	3
Apartheid	Tokyo Sexwale	3
Discrimination	Persuasion	3
Gauteng	United Democratic Movement	3
Discrimination	Physical abuse	3
Glass	Dielectric	3
Alcoholism	Posttraumatic stress disorder	3
Glass	Silicon	3
Apartheid	Islamophobia	3
HIV	Diagnosis of HIV/AIDS	3
Apartheid	James Charlton (activist)	3
HIV	HIV/AIDS denialism	3
Bias	Rankism	3
HIV	Misconceptions about HIV/AIDS	3
Discrimination	Polygyny	3
HIV	Talk:HIV/AIDS	3
Discrimination	Positive action	3
Khoikhoi	Demographics of South Africa	3
Discrimination	Posttraumatic stress disorder	3
Khoikhoi	History of the Cape Colony before 1806	3
Apartheid	Genderism	3
Khoikhoi	Orange Free State	3
Discrimination	Pregnancy discrimination	3
Mpumalanga	African Christian Democratic Party	3
Apartheid	Black People's Convention	3
Mpumalanga	Azanian People's Organisation	3
Discrimination	Psychological abuse	3
Mpumalanga	Economy of South Africa	3
Discrimination	Psychological projection	3
Mpumalanga	Geography of South Africa	3
Discrimination	Psychological trauma	3
Mpumalanga	Inkatha Freedom Party	3
Apartheid	Jewish quota	3
Mpumalanga	List of cities and towns in KwaZulu-Natal	3
Apartheid	Wikipedia:WikiProject South Africa/Recognized content	3
Mpumalanga	List of cities and towns in the Free State	3
Apartheid	Genocide	3
Mpumalanga	List of etymologies of country subdivision names	3
Apartheid	Supremacism	3
Mpumalanga	Municipalities of South Africa	3
Apartheid	Genocides in history	3
Mpumalanga	Northern Cape	3
Discrimination	Racism in Russia	3
Mpumalanga	Politics of South Africa	3
Discrimination	Radical feminism	3
Mpumalanga	United Democratic Movement	3
Apartheid	JSE Limited	3
Pollution	Emissions trading	3
Alcoholism	Prejudice	3
Pollution	Genuine progress indicator	3
Apartheid	Black supremacy	3
Pollution	Human overpopulation	3
Apartheid	Economy of the Western Cape	3
Pollution	Septic tank	3
Apartheid	Kgalema Motlanthe	3
Pollution	Water quality	3
Apartheid	Anti-LGBT rhetoric	3
Reproduction	Biogeography	3
Apartheid	Khoikhoi–Dutch Wars	3
Reproduction	Cell biology	3
Discrimination	Romance (love)	3
Reproduction	Energy	3
Bias	Sex verification in sports	3
Reproduction	Zoology	3
Apartheid	Klein Vrystaat	3
Bullying	Misogyny	3
Apartheid	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Process	3
Sexism	Anti-Japanese sentiment	3
Apartheid	Krugerrand	3
Apartheid	ANC Today	3
Apartheid	Laingsburg, Western Cape	3
Bullying	Polyamory	3
Apartheid	Table Mountain	3
Bullying	Psychological projection	3
Discrimination	Sexual misconduct	3
Bullying	Sexual harassment	3
Bias	Sexual orientation	3
Sexism	Drag king	3
Apartheid	Land and Agricultural Development Bank of South Africa	3
Bullying	Teasing	3
Apartheid	Boer Republics	3
Sexism	Gender studies	3
Discrimination	Smear campaign	3
Bullying	Trans bashing	3
Apartheid	Winburg	3
Bullying	Violence	3
Discrimination	Social contract (Malaysia)	3
Sexism	Index of feminism articles	3
Discrimination	Social exclusion	3
Clay	Angle of repose	3
Discrimination	Social stigma	3
Clay	Anisotropy	3
Apartheid	Leliefontein massacre	3
Clay	Borehole	3
Discrimination	Stereotype threat	3
Clay	Chemical industry	3
Discrimination	Steve Biko	3
Sexism	Power distance	3
Discrimination	Substance abuse	3
Clay	Craft	3
Discrimination	Substance-related disorder	3
Clay	Fine art	3
Apartheid	Winnie Madikizela-Mandela	3
Apartheid	Gerrymandering	3
Apartheid	LGBT tourism in South Africa	3
Clay	Handicraft	3
Discrimination	Taliban treatment of women	3
Sexism	Snob	3
Discrimination	Teasing	3
Clay	Kaolinite	3
Apartheid	Liberalism in South Africa	3
Clay	Life	3
Discrimination	Torture	3
Clay	Metalworking	3
Discrimination	Trans bashing	3
Apartheid	Compulsory sterilization	3
Alcoholism	Purge	3
Soil	Angle of repose	3
Apartheid	List of anti-cultural, anti-national, and anti-ethnic terms	3
Bias	Ethnocide	3
Apartheid	List of anti-discrimination acts	3
Apartheid	Pencil test (South Africa)	3
Discrimination	User:Johnfreez	3
Clay	Pebble	3
Bias	Snob	3
Apartheid	Stellaland	3
Discrimination	Violence	3
Soil	Common-pool resource	3
Apartheid	List of banks in South Africa	3
Soil	Conservation movement	3
Bias	Social psychology	3
Soil	Doll	3
Discrimination	White privilege	3
Clay	Regolith	3
Apartheid	Winnie Mandela (film)	3
Clay	Renewable resource	3
Discrimination	Woman	3
Apartheid	Police brutality	3
Apartheid	Taxation in South Africa	3
Bias	Gender	3
Apartheid	List of companies traded on the JSE	3
Apartheid	Affirmative action	3
Apartheid	George Bizos	3
Soil	Forestry	3
Drakensberg	African Christian Democratic Party	3
Clay	Rubber stamp	3
Drakensberg	African National Congress	3
Soil	Geography of Israel	3
Drakensberg	Afrikaans	3
Bias	Gender equality	3
Drakensberg	Azanian People's Organisation	3
Soil	Habitat conservation	3
Drakensberg	Black-footed cat	3
Apartheid	Pregnancy discrimination	3
Drakensberg	Cradle of humankind	3
Soil	Intensive farming	3
Drakensberg	Demographics of South Africa	3
Soil	Lackawanna River	3
Drakensberg	Freedom Front Plus	3
Soil	Land-use planning	3
Drakensberg	Gazankulu	3
Soil	Magnesium	3
Drakensberg	Human evolution	3
Alcoholism	Alcohol intoxication	3
Drakensberg	Inkatha Freedom Party	3
Apartheid	QSE Scorecard	3
Apartheid	Women's rights	3
Apartheid	Racial segregation	3
Drakensberg	Karoo Supergroup	3
Soil	Outline of sustainable agriculture	3
Drakensberg	Minority Front	3
Soil	Paint	3
Drakensberg	Northern Cape	3
Soil	Photosynthesis	3
Drakensberg	Pan Africanist Congress of Azania	3
Apartheid	Rainbow nation	3
Drakensberg	Sotho people	3
Soil	Resource curse	3
Drakensberg	South Africa	3
Soil	Salt marsh	3
Drakensberg	South African general election, 1994	3
Apartheid	Red Scare	3
Drakensberg	United Christian Democratic Party	3
Clay	Willow	3
Drakensberg	United Democratic Movement	3
Apartheid	Crime in South Africa	3
Drakensberg	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Articles list	3
Climate	Biogeography	3
Ecosystem	Biosphere	3
Soil	Time	3
Apartheid	Ethnic cleansing	3
Soil	Urban ecology	3
Ecosystem	Geography of Norway	3
Climate	Earth	3
Ecosystem	Glossary of ecology	3
Soil	Water resources law	3
Ecosystem	Marine biology	3
Climate	Plate tectonics	3
Ecosystem	Talk:Biome	3
Soil	Wind power	3
Ecosystem	Temperate grasslands, savannas, and shrublands	3
Textile	Dye	3
Ecosystem	Tundra	3
Textile	Fiber crop	3
Farm	Agriculture	3
Textile	Quilting	3
Fiber	Aramid	3
Textile	Rubber stamp	3
Fiber	Bamboo	3
Textile	Weaving	3
Fiber	Batik	3
Wetland	Biosphere	3
Fiber	Beadwork	3
Wood	Agronomy	3
Fiber	Buckram	3
Cooking	Chef	3
Apartheid	Xenophobia	3
Apartheid	Cultural assimilation	3
Fiber	Calico	3
Wood	Calcium	3
Fiber	Canvas	3
Wood	Commons	3
Fiber	Carbon	3
Apartheid	Second-class citizen	3
Fiber	Carbon fibers	3
Wood	Economy of Jamaica	3
Fiber	Cellulose acetate	3
Apartheid	Sex verification in sports	3
Fiber	Cheesecloth	3
Wood	Fisheries management	3
Fiber	Chemical industry	3
Alcoholism	Brookside	3
Fiber	Cotton	3
Wood	Game law	3
Apartheid	Xenophobia in South Africa	3
Cooking	List of cuisines	3
Fiber	Denim	3
Apartheid	Slavery	3
Fiber	Drill (fabric)	3
Wood	Land degradation	3
Apartheid	Xhosa people	3
Apartheid	Social exclusion	3
Fiber	Economics of biodiversity	3
Wood	Microorganism	3
Fiber	Economy of Bolivia	3
Wood	Mushroom	3
Fiber	Economy of Madagascar	3
Apartheid	Democratic Party (South Africa)	3
Fiber	Economy of Peru	3
Wood	Outline of agriculture	3
Fiber	Embroidery	3
Wood	Rangeland	3
Bias	Voter suppression	3
Cooking	Poaching (cooking)	3
Fiber	Fiber crop	3
Cooking	Portal:Food	3
Fiber	Flax	3
Wood	Soil fertility	3
Fiber	Fulling	3
Cooking	Salting (food)	3
Apartheid	Youth voice	3
Cooking	Smoking (cooking)	3
Fiber	Gore-Tex	3
Cooking	Talk:Sautéing	3
Fiber	Hydroxide	3
Wood	Watercolor painting	3
Fiber	Kenaf	3
Cooking	User:Malaiya/sandbox	3
Fiber	Kente cloth	3
Gauteng	Municipalities of South Africa	3
Apartheid	Androcentrism	3
Gauteng	New National Party (South Africa)	3
Fiber	Lawn cloth	3
Gauteng	Northern Cape	3
Fiber	Linen	3
Gauteng	People Against Gangsterism and Drugs	3
Fiber	List of Latin words with English derivatives	3
Gauteng	Protected areas of South Africa	3
Fiber	Lyocell	3
Gauteng	Robben Island	3
Fiber	Madras (cloth)	3
Gauteng	United Christian Democratic Party	3
Fiber	Magnesium	3
Gauteng	Volkstaat	3
Fiber	Microfiber	3
Glass	Aluminium oxide	3
Fiber	Mohair	3
Glass	Electrical resistivity and conductivity	3
Fiber	Moleskin	3
Glass	Porcelain	3
Fiber	Muslin	3
Glass	Tile	3
Fiber	Needlework	3
HIV	ACT UP	3
Fiber	Nylon	3
HIV	Discredited HIV/AIDS origins theories	3
Fiber	Paisley (design)	3
HIV	HIV vaccine	3
Fiber	Patchwork	3
HIV	HIV/AIDS in Africa	3
Fiber	Plush	3
HIV	Management of HIV/AIDS	3
Fiber	Poplin	3
HIV	NAMES Project AIDS Memorial Quilt	3
Atom	Universe	3
HIV	Sex education	3
Biome	Ecology	3
Khoikhoi	British diaspora in Africa	3
Fiber	Ramie	3
Khoikhoi	Culture of South Africa	3
Biome	Marine biology	3
Khoikhoi	History of Africa	3
Fiber	Rope	3
Bullying	Iraq prison abuse scandals	3
Biome	Talk:Biome	3
Khoikhoi	History of the Jews in South Africa	3
Fiber	Satin	3
Khoikhoi	Nama people	3
Fiber	Scarlet (cloth)	3
Khoikhoi	South African art	3
Fiber	Scissors	3
Khoikhoi	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Popular pages	3
Fiber	Serge (fabric)	3
Mpumalanga	African National Congress	3
Fiber	Sewing	3
Mpumalanga	Azanian People's Liberation Army	3
Fiber	Silk	3
Mpumalanga	Common starling	3
Fiber	Sisal	3
Bullying	Malicious prosecution	3
Fiber	Sodium	3
Mpumalanga	Free State (province)	3
Bias	Abuse	3
Mpumalanga	Genootskap van Regte Afrikaners	3
Fiber	Spandex	3
Mpumalanga	Harrismith	3
Fiber	Spinning (textiles)	3
Mpumalanga	Independent Democrats	3
Fiber	Spinning wheel	3
Bullying	Marital rape	3
Borehole	Alluvium	3
Mpumalanga	List of cities and towns in Gauteng	3
Fiber	Tartan	3
Mpumalanga	List of cities and towns in Limpopo	3
Fiber	Textile	3
Mpumalanga	List of cities and towns in the Eastern Cape	3
Fiber	Textile arts	3
Mpumalanga	List of cities and towns in the North West (South Africa)	3
Fiber	Timeline of clothing and textiles technology	3
Mpumalanga	List of cities and towns in the Western Cape	3
Apartheid	Ethnocide	3
Mpumalanga	List of places named after peace	3
Borehole	Badlands	3
Mpumalanga	Minority Front	3
Fiber	Velour	3
Mpumalanga	National Council of Provinces	3
Fiber	Velvet	3
Mpumalanga	North West (South African province)	3
Borehole	Clay	3
Mpumalanga	Orange River	3
Fiber	Woven fabric	3
Mpumalanga	People Against Gangsterism and Drugs	3
Fiber	X-ray photoelectron spectroscopy	3
Mpumalanga	Provinces of South Africa	3
Fiber	Yarn	3
Mpumalanga	United Christian Democratic Party	3
Food	Acer platanoides	3
Mpumalanga	Western Cape	3
Food	Acid rain	3
Pollution	Biosphere	3
Food	Adaptive management	3
Pollution	Environmental law	3
Food	Adenosine triphosphate	3
Pollution	Food	3
Borehole	Compost	3
Pollution	Habitat destruction	3
Food	Agronomy	3
Pollution	Human impact on the environment	3
Food	Air quality index	3
Pollution	Indoor air quality	3
Food	Airshed	3
Pollution	Ozone depletion	3
Borehole	Cone penetration test	3
Pollution	Soil erosion	3
Apartheid	British diaspora in Africa	3
Pollution	Water pollution	3
Apartheid	List of political families	3
Reproduction	Aerobiology	3
Food	Araucaria araucana	3
Reproduction	Biodiversity	3
Apartheid	Broad-Based Black Economic Empowerment	3
Reproduction	Biological interaction	3
Food	Beetle	3
Reproduction	Botany	3
Apartheid	Bumiputera (Malaysia)	3
Reproduction	Conservation biology	3
Borehole	County Wexford	3
Reproduction	Ecology	3
Borehole	Drainage basin	3
Reproduction	Genetics	3
Borehole	Earth sheltering	3
Reproduction	Systematics	3
Food	Bioremediation	3
Sexism	Abuse	3
Apartheid	Cape Colony	3
Bullying	Military use of children	3
Apartheid	Employment discrimination	3
Bullying	Mobbing	3
Food	Braising	3
Sexism	Anti-German sentiment	3
Food	Bush tucker	3
Bullying	Passive-aggressive behavior	3
Borehole	Equisetum	3
Sexism	Anti-Slavic sentiment	3
Food	Carbon dioxide	3
Sexism	Bias	3
Food	Carrying capacity	3
Apartheid	Speciesism	3
Food	Category:Natural resources	3
Bullying	Posttraumatic stress disorder	3
Food	Cell wall	3
Bullying	Psychological abuse	3
Food	Chef	3
Bullying	Psychological trauma	3
Food	Climate change and agriculture	3
Bullying	Rankism	3
Food	Common-pool resource	3
Bullying	Sexual misconduct	3
Food	Commons	3
Bullying	Smear campaign	3
Apartheid	Cape Coloureds	3
Bullying	Substance abuse	3
Borehole	Flax	3
Sexism	Ethnocide	3
Food	Cooking	3
Alcoholism	Alcohol abuse	3
Food	Decomposition	3
Sexism	Gender equality	3
Apartheid	Cape Dutch	3
Sexism	Genderism	3
Food	Drink	3
Sexism	Genocides in history	3
Apartheid	List of South African flags	3
Apartheid	Anglophobia	3
Food	Drought	3
Bullying	Victim blaming	3
Borehole	Fresh water	3
Ceramic	Porcelain	3
Alcoholism	Rankism	3
Sexism	Heterosexuality	3
Food	Ecoregion	3
Clay	Adobe	3
Borehole	Fulgurite	3
Clay	Alluvium	3
Apartheid	List of South African politicians	3
Apartheid	Nepotism	3
Apartheid	List of South African provinces by Human Development Index	3
